"","country","year","iso_code","population","gdp","co2","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","cumulative_co2","energy_per_capita","energy_per_gdp","oil_co2","oil_co2_per_capita","ghg_per_capita","share_global_co2","share_global_coal_co2","temperature_change_from_co2","trade_co2","co2_including_luc","co2_including_luc_per_capita","gdp_per_capita"
"746","Asia (excl. China and India)",1951,NA,NA,NA,288.908,0.594,0.336,NA,197.212,0.405,NA,NA,8510.032,NA,NA,79.623,0.164,NA,4.528,4.857,0.034,NA,1847.867,3.797,NA
"747","Asia (excl. China and India)",1952,NA,NA,NA,309.273,0.623,0.335,NA,206.749,0.416,NA,NA,8819.306,NA,NA,89.355,0.18,NA,4.783,5.157,0.035,NA,1965.877,3.959,NA
"748","Asia (excl. China and India)",1953,NA,NA,NA,337.765,0.666,0.34,NA,217.21,0.428,NA,NA,9157.069,NA,NA,105.28,0.208,NA,5.081,5.372,0.035,NA,2113.303,4.166,NA
"749","Asia (excl. China and India)",1954,NA,NA,NA,358.744,0.692,0.343,NA,220.304,0.425,NA,NA,9515.813,NA,NA,120.683,0.233,NA,5.283,5.454,0.036,NA,2218.275,4.278,NA
"750","Asia (excl. China and India)",1955,NA,NA,NA,405.477,0.764,0.369,NA,229.395,0.432,NA,NA,9921.291,NA,NA,143.331,0.27,NA,5.448,5.246,0.037,NA,2368.003,4.464,NA
"751","Asia (excl. China and India)",1956,NA,NA,NA,451.8,0.832,0.388,NA,251.228,0.463,NA,NA,10373.09,NA,NA,162.452,0.299,NA,5.701,5.465,0.038,NA,2505.812,4.615,NA
"752","Asia (excl. China and India)",1957,NA,NA,NA,496.109,0.892,0.402,NA,275.741,0.496,NA,NA,10869.2,NA,NA,180.055,0.324,NA,6.061,5.89,0.039,NA,2641.425,4.75,NA
"753","Asia (excl. China and India)",1958,NA,NA,NA,517.488,0.908,0.405,NA,277.182,0.486,NA,NA,11386.688,NA,NA,193.557,0.34,NA,6.148,5.83,0.04,NA,2720.989,4.775,NA
"754","Asia (excl. China and India)",1959,NA,NA,NA,552.019,0.945,0.403,NA,286.597,0.491,NA,NA,11938.707,NA,NA,210.746,0.361,NA,6.233,5.792,0.041,NA,2959.487,5.067,NA
"755","Asia (excl. China and India)",1960,NA,NA,NA,628.281,1.049,0.423,NA,309.514,0.517,NA,NA,12566.988,NA,NA,251.791,0.42,NA,6.693,6.007,0.042,NA,2470.672,4.126,NA
"756","Asia (excl. China and India)",1961,NA,NA,NA,702.221,1.144,0.436,NA,333.994,0.544,NA,NA,13269.21,NA,NA,292.053,0.476,NA,7.456,6.757,0.043,NA,2382.023,3.881,NA
"757","Asia (excl. China and India)",1962,NA,NA,NA,750.088,1.193,0.436,NA,339.318,0.539,NA,NA,14019.299,NA,NA,323.902,0.515,NA,7.692,6.884,0.044,NA,2539.857,4.038,NA
"758","Asia (excl. China and India)",1963,NA,NA,NA,823.587,1.277,0.449,NA,351.591,0.545,NA,NA,14842.886,NA,NA,368.302,0.571,NA,8.018,6.881,0.045,NA,2502.545,3.881,NA
"759","Asia (excl. China and India)",1964,NA,NA,NA,906.938,1.372,0.457,NA,368.73,0.558,NA,NA,15749.823,NA,NA,402.978,0.609,NA,8.375,7.07,0.046,NA,2488.961,3.764,NA
"760","Asia (excl. China and India)",1965,NA,NA,NA,995.495,1.469,0.474,0.339,388.049,0.573,NA,NA,16745.318,NA,NA,448.27,0.662,NA,8.796,7.331,0.047,NA,2399.481,3.541,NA
"761","Asia (excl. China and India)",1966,NA,NA,NA,1087.81,1.567,0.48,0.337,404.613,0.583,NA,NA,17833.127,NA,NA,503.251,0.725,NA,9.167,7.561,0.048,NA,2408.568,3.47,NA
"762","Asia (excl. China and India)",1967,NA,NA,NA,1204.83,1.694,0.496,0.332,422.289,0.594,NA,NA,19037.959,NA,NA,573.625,0.807,NA,9.84,8.019,0.049,NA,2454.456,3.451,NA
"763","Asia (excl. China and India)",1968,NA,NA,NA,1345.893,1.846,0.5,0.334,444.799,0.61,NA,NA,20383.85,NA,NA,675.521,0.927,NA,10.424,8.356,0.05,NA,2527.144,3.467,NA
"764","Asia (excl. China and India)",1969,NA,NA,NA,1503.81,2.013,0.506,0.334,473.891,0.634,NA,NA,21887.662,NA,NA,761.876,1.02,NA,10.923,8.582,0.051,NA,2664.873,3.568,NA
"765","Asia (excl. China and India)",1970,NA,NA,NA,1706.431,2.231,0.525,0.343,501.422,0.656,NA,NA,23594.092,NA,NA,921.716,1.205,NA,11.454,8.803,0.053,NA,2774.432,3.627,NA
"766","Asia (excl. China and India)",1971,NA,NA,NA,1849.266,2.364,0.537,0.349,515.798,0.659,NA,NA,25443.359,NA,NA,1007.659,1.288,NA,11.927,9.049,0.054,NA,3257.649,4.165,NA
"767","Asia (excl. China and India)",1972,NA,NA,NA,1948.726,2.436,0.523,0.347,496.133,0.62,NA,NA,27392.084,NA,NA,1092.703,1.366,NA,12.008,8.714,0.056,NA,3472.778,4.342,NA
"768","Asia (excl. China and India)",1973,NA,NA,NA,2134.35,2.607,0.475,0.343,526.731,0.643,NA,NA,29526.436,NA,NA,1190.922,1.454,NA,12.492,8.985,0.057,NA,3641.423,4.447,NA
"769","Asia (excl. China and India)",1974,NA,NA,NA,2167.435,2.587,0.52,0.345,550.262,0.657,NA,NA,31693.869,NA,NA,1191.437,1.422,NA,12.737,9.381,0.059,NA,3525.943,4.208,NA
"770","Asia (excl. China and India)",1975,NA,NA,NA,2159.384,2.521,0.501,0.348,551.216,0.643,NA,NA,33853.254,NA,NA,1198.097,1.398,NA,12.662,9.13,0.06,NA,3524.224,4.114,NA
"771","Asia (excl. China and India)",1976,NA,NA,NA,2330.578,2.661,0.504,0.354,558.162,0.637,NA,NA,36183.832,NA,NA,1307.783,1.493,NA,12.953,8.911,0.062,NA,3720.238,4.248,NA
"772","Asia (excl. China and India)",1977,NA,NA,NA,2446.621,2.732,0.503,0.352,567.822,0.634,NA,NA,38630.453,NA,NA,1404.688,1.568,NA,13.223,8.848,0.064,NA,3712.302,4.145,NA
"773","Asia (excl. China and India)",1978,NA,NA,NA,2471.631,2.7,0.484,0.335,529.764,0.579,NA,NA,41102.082,NA,NA,1439.802,1.573,NA,12.956,8.111,0.065,NA,3810.038,4.162,NA
"774","Asia (excl. China and India)",1979,NA,NA,NA,2599.24,2.779,0.485,0.33,566.67,0.606,NA,NA,43701.32,NA,NA,1535.21,1.641,NA,13.249,8.284,0.067,NA,3797.412,4.06,NA
"775","Asia (excl. China and India)",1980,NA,NA,NA,2609.742,2.729,0.434,0.311,619.027,0.647,NA,NA,46311.062,NA,NA,1479.82,1.548,NA,13.382,8.813,0.069,NA,3742.383,3.914,NA
"776","Asia (excl. China and India)",1981,NA,NA,NA,2578.041,2.637,0.414,0.302,643.049,0.658,NA,NA,48889.105,NA,NA,1451.626,1.485,NA,13.543,9.18,0.07,NA,3736.023,3.821,NA
"777","Asia (excl. China and India)",1982,NA,NA,NA,2587.172,2.587,0.403,0.299,659.383,0.659,NA,NA,51476.277,NA,NA,1459.031,1.459,NA,13.7,9.253,0.072,NA,3562.547,3.563,NA
"778","Asia (excl. China and India)",1983,NA,NA,NA,2654.758,2.596,0.399,0.292,675.407,0.66,NA,NA,54131.035,NA,NA,1515.868,1.482,NA,13.968,9.234,0.074,NA,3641.246,3.56,NA
"779","Asia (excl. China and India)",1984,NA,NA,NA,2768.97,2.647,0.4,0.281,744.086,0.711,NA,NA,56900.004,NA,NA,1509.055,1.443,NA,14.081,9.703,0.076,NA,4479.322,4.282,NA
"780","Asia (excl. China and India)",1985,NA,NA,NA,2870.927,2.685,0.401,0.244,819.143,0.766,NA,NA,59770.934,NA,NA,1504.897,1.407,NA,14.125,9.968,0.078,NA,4651.455,4.35,NA
"781","Asia (excl. China and India)",1986,NA,NA,NA,2962.249,2.711,0.401,0.243,847.524,0.776,NA,NA,62733.18,NA,NA,1541.7,1.411,NA,14.361,10.167,0.08,NA,5168.119,4.73,NA
"782","Asia (excl. China and India)",1987,NA,NA,NA,3019.059,2.705,0.389,0.235,876.158,0.785,NA,NA,65752.242,NA,NA,1528.961,1.37,NA,14.191,10.167,0.082,NA,4972.458,4.455,NA
"783","Asia (excl. China and India)",1988,NA,NA,NA,3276.921,2.875,0.4,0.239,953.978,0.837,NA,NA,69029.156,NA,NA,1668.05,1.464,NA,14.822,10.706,0.084,NA,4954.376,4.347,NA
"784","Asia (excl. China and India)",1989,NA,NA,NA,3406.162,2.928,0.397,0.239,956.746,0.822,NA,NA,72435.32,NA,NA,1758.091,1.511,NA,15.199,10.738,0.087,NA,4896.585,4.209,NA
"785","Asia (excl. China and India)",1990,NA,NA,NA,3548.373,2.991,0.389,0.237,909.019,0.766,3659.64,3.085,75983.695,NA,NA,1819.426,1.534,NA,15.592,10.462,0.089,111.266,4819.565,4.062,NA
"786","Asia (excl. China and India)",1991,NA,NA,NA,4193.237,3.467,0.442,0.27,925.334,0.765,3725.364,3.08,80176.93,NA,NA,2374.839,1.964,NA,18.039,10.755,0.091,-467.874,5284.853,4.37,NA
"787","Asia (excl. China and India)",1992,NA,NA,NA,3870.724,3.139,0.394,0.235,902.077,0.732,4024.287,3.264,84047.656,NA,NA,2048.823,1.662,NA,17.142,10.74,0.094,153.563,5059.003,4.103,NA
"788","Asia (excl. China and India)",1993,NA,NA,NA,3990.299,3.177,0.391,0.235,898.301,0.715,4075.819,3.245,88037.961,NA,NA,2111.533,1.681,NA,17.491,10.567,0.096,85.52,5019.861,3.997,NA
"789","Asia (excl. China and India)",1994,NA,NA,NA,4104.377,3.21,0.39,0.231,880.86,0.689,4204.079,3.288,92142.328,NA,NA,2189.504,1.712,NA,17.869,10.304,0.099,99.701,5332.399,4.17,NA
"790","Asia (excl. China and India)",1995,NA,NA,NA,4122.434,3.169,0.373,0.221,892.033,0.686,4281.886,3.291,96264.766,NA,NA,2198.078,1.69,NA,17.573,10.144,0.101,159.452,5265.514,4.048,NA
"791","Asia (excl. China and India)",1996,NA,NA,NA,4244.573,3.208,0.364,0.219,931.382,0.704,4348.22,3.287,100509.344,NA,NA,2234.313,1.689,NA,17.569,10.331,0.104,103.648,5398.722,4.081,NA
"792","Asia (excl. China and India)",1997,NA,NA,NA,4318.886,3.211,0.357,0.214,961.158,0.715,4386.342,3.261,104828.227,NA,NA,2223.835,1.653,NA,17.771,10.718,0.107,67.456,7207.781,5.359,NA
"793","Asia (excl. China and India)",1998,NA,NA,NA,4182.121,3.059,0.349,0.209,941.986,0.689,4014.789,2.937,109010.344,NA,NA,2135.279,1.562,NA,17.272,10.795,0.11,-167.332,5498.205,4.022,NA
"794","Asia (excl. China and India)",1999,NA,NA,NA,4376.588,3.15,0.357,0.212,965.702,0.695,4221.706,3.039,113386.93,NA,NA,2217.483,1.596,NA,17.696,10.905,0.113,-154.882,5789.906,4.168,NA
"795","Asia (excl. China and India)",2000,NA,NA,NA,4677.82,3.314,0.361,0.219,1099.156,0.779,4483.387,3.177,118064.75,NA,NA,2350.432,1.665,NA,18.378,11.943,0.115,-194.433,6044.829,4.283,NA
"796","Asia (excl. China and India)",2001,NA,NA,NA,4750.128,3.314,0.359,0.216,1137.111,0.793,4470.494,3.119,122814.883,NA,NA,2345.026,1.636,NA,18.506,12.286,0.118,-279.634,5915.808,4.127,NA
"797","Asia (excl. China and India)",2002,NA,NA,NA,4877.156,3.351,0.354,0.215,1190.461,0.818,4612.573,3.169,127692.039,NA,NA,2342.573,1.61,NA,18.558,12.299,0.121,-264.584,6802.75,4.674,NA
"798","Asia (excl. China and India)",2003,NA,NA,NA,5107.287,3.458,0.353,0.219,1283.33,0.869,4926.639,3.336,132799.328,NA,NA,2385.364,1.615,NA,18.47,12.201,0.124,-180.647,7035.92,4.764,NA
"799","Asia (excl. China and India)",2004,NA,NA,NA,5334.125,3.56,0.346,0.218,1332.151,0.889,5198.413,3.469,138133.453,NA,NA,2454.06,1.638,NA,18.627,12.254,0.127,-135.711,6947.42,4.637,NA
"800","Asia (excl. China and India)",2005,NA,NA,NA,5463.861,3.595,0.336,0.216,1379.143,0.907,5363.454,3.529,143597.312,NA,NA,2453.024,1.614,NA,18.45,11.948,0.13,-100.407,6743.429,4.437,NA
"801","Asia (excl. China and India)",2006,NA,NA,NA,5619.656,3.645,0.326,0.217,1436.877,0.932,5562.125,3.607,149216.969,NA,NA,2428.121,1.575,NA,18.369,11.788,0.133,-57.531,7549.599,4.897,NA
"802","Asia (excl. China and India)",2007,NA,NA,NA,5741.412,3.671,0.315,0.214,1535.387,0.982,5763.455,3.686,154958.375,NA,NA,2395.227,1.532,NA,18.223,12.017,0.137,22.043,7132.761,4.561,NA
"803","Asia (excl. China and India)",2008,NA,NA,NA,5861.766,3.696,0.31,0.214,1535.519,0.968,5960.213,3.758,160820.156,NA,NA,2408.685,1.519,NA,18.269,11.639,0.14,98.447,7494.851,4.726,NA
"804","Asia (excl. China and India)",2009,NA,NA,NA,5870.681,3.65,0.309,0.217,1533.149,0.953,5686.977,3.535,166690.828,NA,NA,2400.921,1.493,NA,18.599,11.779,0.143,-183.705,7686.534,4.778,NA
"805","Asia (excl. China and India)",2010,NA,NA,NA,6243.582,3.828,0.307,0.216,1660.337,1.018,6029.776,3.696,172934.406,NA,NA,2512.112,1.54,NA,18.713,11.922,0.147,-213.805,7649.708,4.69,NA
"806","Asia (excl. China and India)",2011,NA,NA,NA,6445.176,3.897,0.301,0.218,1728.208,1.045,6390.991,3.865,179379.578,NA,NA,2504.317,1.514,NA,18.689,11.727,0.15,-54.185,8014.51,4.846,NA
"807","Asia (excl. China and India)",2012,NA,NA,NA,6725.02,4.012,0.303,0.223,1784.084,1.064,6694.872,3.994,186104.609,NA,NA,2658.758,1.586,NA,19.211,11.955,0.154,-30.148,8204.369,4.895,NA
"808","Asia (excl. China and India)",2013,NA,NA,NA,6727.27,3.962,0.292,0.22,1791.682,1.055,6691.129,3.94,192831.875,NA,NA,2626.632,1.547,NA,19.047,11.925,0.157,-36.141,8064.708,4.749,NA
"809","Asia (excl. China and India)",2014,NA,NA,NA,6882.6,4.001,0.29,0.221,1872.666,1.089,6751.699,3.925,199714.469,NA,NA,2553.788,1.485,NA,19.345,12.442,0.161,-130.9,8781.235,5.105,NA
"810","Asia (excl. China and India)",2015,NA,NA,NA,7069.196,4.059,0.289,0.221,1917.701,1.101,6860.141,3.939,206783.672,NA,NA,2621.563,1.505,NA,19.88,13.037,0.166,-209.055,9622.846,5.525,NA
"811","Asia (excl. China and India)",2016,NA,NA,NA,7155.11,4.06,0.285,0.217,1942.849,1.102,6827.989,3.874,213938.781,NA,NA,2604.842,1.478,NA,20.142,13.529,0.169,-327.121,8920.323,5.061,NA
"812","Asia (excl. China and India)",2017,NA,NA,NA,7393.669,4.148,0.284,0.219,2070.041,1.161,6950.812,3.899,221332.453,NA,NA,2649.746,1.486,NA,20.483,14.269,0.173,-442.857,9094.282,5.102,NA
"813","Asia (excl. China and India)",2018,NA,NA,NA,7483.39,4.151,0.279,0.218,2154.442,1.195,7019.358,3.894,228815.828,NA,NA,2592.989,1.438,NA,20.321,14.61,0.178,-464.032,9215.201,5.112,NA
"814","Asia (excl. China and India)",2019,NA,NA,NA,7527.042,4.129,NA,0.217,2237.964,1.228,7093.859,3.892,236342.891,NA,NA,2558.203,1.403,NA,20.298,15.197,0.182,-433.183,9617.999,5.277,NA
"815","Asia (excl. China and India)",2020,NA,NA,NA,7288.521,3.957,NA,0.219,2158.142,1.172,6930.672,3.763,243631.406,NA,NA,2407.442,1.307,NA,20.668,15.225,0.186,-357.849,8969.31,4.87,NA
"816","Asia (excl. China and India)",2021,NA,NA,NA,7506.934,4.036,NA,0.216,2200.712,1.183,NA,NA,251138.344,NA,NA,2471.085,1.329,NA,20.221,14.691,0.19,NA,9189.079,4.941,NA
"817","Central America (GCP)",1850,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","Central America (GCP)",1851,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Central America (GCP)",1852,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","Central America (GCP)",1853,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","Central America (GCP)",1854,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","Central America (GCP)",1855,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","Central America (GCP)",1856,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Central America (GCP)",1857,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Central America (GCP)",1858,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","Central America (GCP)",1859,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Central America (GCP)",1860,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","Central America (GCP)",1861,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Central America (GCP)",1862,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","Central America (GCP)",1863,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","Central America (GCP)",1864,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Central America (GCP)",1865,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Central America (GCP)",1866,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Central America (GCP)",1867,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","Central America (GCP)",1868,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","Central America (GCP)",1869,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","Central America (GCP)",1870,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","Central America (GCP)",1871,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","Central America (GCP)",1872,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","Central America (GCP)",1873,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","Central America (GCP)",1874,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","Central America (GCP)",1875,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","Central America (GCP)",1876,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","Central America (GCP)",1877,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","Central America (GCP)",1878,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","Central America (GCP)",1879,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","Central America (GCP)",1880,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","Central America (GCP)",1881,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","Central America (GCP)",1882,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","Central America (GCP)",1883,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","Central America (GCP)",1884,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","Central America (GCP)",1885,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","Central America (GCP)",1886,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","Central America (GCP)",1887,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","Central America (GCP)",1888,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Central America (GCP)",1889,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Central America (GCP)",1890,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Central America (GCP)",1891,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","Central America (GCP)",1892,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Central America (GCP)",1893,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Central America (GCP)",1894,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","Central America (GCP)",1895,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","Central America (GCP)",1896,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","Central America (GCP)",1897,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","Central America (GCP)",1898,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","Central America (GCP)",1899,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","Central America (GCP)",1900,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","Central America (GCP)",1901,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","Central America (GCP)",1902,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","Central America (GCP)",1903,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","Central America (GCP)",1904,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","Central America (GCP)",1905,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","Central America (GCP)",1906,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","Central America (GCP)",1907,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","Central America (GCP)",1908,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","Central America (GCP)",1909,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","Central America (GCP)",1910,NA,NA,NA,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","Central America (GCP)",1911,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","Central America (GCP)",1912,NA,NA,NA,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","Central America (GCP)",1913,NA,NA,NA,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","Central America (GCP)",1914,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","Central America (GCP)",1915,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","Central America (GCP)",1916,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","Central America (GCP)",1917,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","Central America (GCP)",1918,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
